,Date,Unnamed: 0,Unnamed: 0.1,Day,Month,Year,dict_sentiment,sentiment,sentiment_polarity,,Brent,,,,,,
,,,,,,,,,,,,,,,,19/07/2017,49.7
,,,,,,,,,,,,,,,,20/07/2017,49.3
,,,,,,,,,,,,,,,,21/07/2017,48.06
,,,,,,,,,,,,,,,,24/07/2017,48.6
,,,,,,,,,,,,,,,,25/07/2017,50.2
,,,,,,,,,,,,,,,,26/07/2017,50.97
,,,,,,,,,,,,,,,,27/07/2017,51.49
,,,,,,,,,,,,,,,,28/07/2017,52.52
,,,,,,,,,,,,,,,,31/07/2017,52.65
,,,,,,,,,,,,,,,,01/08/2017,51.78
,,,,,,,,,,,,,,,,02/08/2017,52.36
,,,,,,,,,,,,,,,,03/08/2017,52.01
,,,,,,,,,,,,,,,,04/08/2017,52.42
,,,,,,,,,,,,,,,,07/08/2017,52.37
,,,,,,,,,,,,,,,,08/08/2017,52.14
,,,,,,,,,,,,,,,,09/08/2017,52.7
,,,,,,,,,,,,,,,,10/08/2017,51.9
,,,,,,,,,,,,,,,,11/08/2017,52.1
,,,,,,,,,,,,,,,,14/08/2017,50.73
,,,,,,,,,,,,,,,,15/08/2017,50.8
,,,,,,,,,,,,,,,,16/08/2017,50.27
,,,,,,,,,,,,,,,,17/08/2017,51.03
,,,,,,,,,,,,,,,,18/08/2017,52.72
,,,,,,,,,,,,,,,,21/08/2017,51.66
,,,,,,,,,,,,,,,,22/08/2017,51.87
,,,,,,,,,,,,,,,,23/08/2017,52.57
,,,,,,,,,,,,,,,,24/08/2017,52.04
,,,,,,,,,,,,,,,,25/08/2017,52.41
,,,,,,,,,,,,,,,,28/08/2017,51.89
,,,,,,,,,,,,,,,,29/08/2017,52
,,,,,,,,,,,,,,,,30/08/2017,50.86
,,,,,,,,,,,,,,,,31/08/2017,52.38
,,,,,,,,,,,,,,,,01/09/2017,52.75
,,,,,,,,,,,,,,,,04/09/2017,52.34
,,,,,,,,,,,,,,,,05/09/2017,53.38
,,,,,,,,,,,,,,,,06/09/2017,54.2
,,,,,,,,,,,,,,,,07/09/2017,54.49
,,,,,,,,,,,,,,,,08/09/2017,53.78
,,,,,,,,,,,,,,,,11/09/2017,53.84
,,,,,,,,,,,,,,,,12/09/2017,54.27
,,,,,,,,,,,,,,,,13/09/2017,55.16
,,,,,,,,,,,,,,,,14/09/2017,55.47
,,,,,,,,,,,,,,,,15/09/2017,55.62
,,,,,,,,,,,,,,,,18/09/2017,55.48
,,,,,,,,,,,,,,,,19/09/2017,55.14
,,,,,,,,,,,,,,,,20/09/2017,56.29
,,,,,,,,,,,,,,,,21/09/2017,56.43
,,,,,,,,,,,,,,,,22/09/2017,56.86
,,,,,,,,,,,,,,,,25/09/2017,59.02
,,,,,,,,,,,,,,,,26/09/2017,58.44
,,,,,,,,,,,,,,,,27/09/2017,57.9
,,,,,,,,,,,,,,,,28/09/2017,57.41
,,,,,,,,,,,,,,,,29/09/2017,57.54
,,,,,,,,,,,,,,,,02/10/2017,56.12
,,,,,,,,,,,,,,,,03/10/2017,56
,,,,,,,,,,,,,,,,04/10/2017,55.8
,,,,,,,,,,,,,,,,05/10/2017,57
,,,,,,,,,,,,,,,,06/10/2017,55.62
,,,,,,,,,,,,,,,,09/10/2017,55.79
,,,,,,,,,,,,,,,,10/10/2017,56.61
,,,,,,,,,,,,,,,,11/10/2017,56.94
,,,,,,,,,,,,,,,,12/10/2017,56.25
,,,,,,,,,,,,,,,,13/10/2017,57.17
,,,,,,,,,,,,,,,,16/10/2017,57.82
,,,,,,,,,,,,,,,,17/10/2017,57.88
,,,,,,,,,,,,,,,,18/10/2017,58.15
,,,,,,,,,,,,,,,,19/10/2017,57.23
,,,,,,,,,,,,,,,,20/10/2017,57.75
,,,,,,,,,,,,,,,,23/10/2017,57.37
,,,,,,,,,,,,,,,,24/10/2017,58.33
,,,,,,,,,,,,,,,,25/10/2017,58.44
,,,,,,,,,,,,,,,,26/10/2017,59.3
,,,,,,,,,,,,,,,,27/10/2017,60.44
,,,,,,,,,,,,,,,,30/10/2017,60.9
,,,,,,,,,,,,,,,,31/10/2017,61.37
,,,,,,,,,,,,,,,,01/11/2017,60.49
,,,,,,,,,,,,,,,,02/11/2017,60.62
,,,,,,,,,,,,,,,,03/11/2017,62.07
,,,,,,,,,,,,,,,,06/11/2017,64.27
,,,,,,,,,,,,,,,,07/11/2017,63.69
,,,,,,,,,,,,,,,,08/11/2017,63.49
,,,,,,,,,,,,,,,,09/11/2017,63.93
,,,,,,,,,,,,,,,,10/11/2017,63.52
,,,,,,,,,,,,,,,,13/11/2017,63.16
,,,,,,,,,,,,,,,,14/11/2017,62.21
,,,,,,,,,,,,,,,,15/11/2017,61.87
,,,,,,,,,,,,,,,,16/11/2017,61.36
,,,,,,,,,,,,,,,,17/11/2017,62.72
,,,,,,,,,,,,,,,,20/11/2017,62.22
,,,,,,,,,,,,,,,,21/11/2017,62.57
,,,,,,,,,,,,,,,,22/11/2017,63.32
,,,,,,,,,,,,,,,,23/11/2017,63.55
,,,,,,,,,,,,,,,,24/11/2017,63.86
,,,,,,,,,,,,,,,,27/11/2017,63.84
,,,,,,,,,,,,,,,,28/11/2017,63.61
,,,,,,,,,,,,,,,,29/11/2017,63.11
,,,,,,,,,,,,,,,,30/11/2017,63.57
,,,,,,,,,,,,,,,,01/12/2017,63.73
,,,,,,,,,,,,,,,,04/12/2017,62.45
,,,,,,,,,,,,,,,,05/12/2017,62.86
,,,,,,,,,,,,,,,,06/12/2017,61.22
,,,,,,,,,,,,,,,,07/12/2017,62.2
,,,,,,,,,,,,,,,,08/12/2017,63.4
,,,,,,,,,,,,,,,,11/12/2017,64.69
,,,,,,,,,,,,,,,,12/12/2017,63.34
,,,,,,,,,,,,,,,,13/12/2017,62.44
,,,,,,,,,,,,,,,,14/12/2017,63.31
,,,,,,,,,,,,,,,,15/12/2017,63.23
,,,,,,,,,,,,,,,,18/12/2017,63.41
,,,,,,,,,,,,,,,,19/12/2017,63.8
,,,,,,,,,,,,,,,,20/12/2017,64.56
,,,,,,,,,,,,,,,,21/12/2017,64.9
,,,,,,,,,,,,,,,,22/12/2017,65.25
,,,,,,,,,,,,,,,,26/12/2017,67.02
,,,,,,,,,,,,,,,,27/12/2017,66.44
,,,,,,,,,,,,,,,,28/12/2017,66.72
,,,,,,,,,,,,,,,,29/12/2017,66.87
,,,,,,,,,,,,,,,,02/01/2018,66.57
,,,,,,,,,,,,,,,,03/01/2018,67.84
,,,,,,,,,,,,,,,,04/01/2018,68.07
,,,,,,,,,,,,,,,,05/01/2018,67.62
,,,,,,,,,,,,,,,,08/01/2018,67.78
,,,,,,,,,,,,,,,,09/01/2018,68.82
,,,,,,,,,,,,,,,,10/01/2018,69.2
,,,,,,,,,,,,,,,,11/01/2018,69.26
,,,,,,,,,,,,,,,,12/01/2018,69.87
,,,,,,,,,,,,,,,,15/01/2018,70.26
,,,,,,,,,,,,,,,,16/01/2018,69.15
,,,,,,,,,,,,,,,,17/01/2018,69.38
,,,,,,,,,,,,,,,,18/01/2018,69.31
,,,,,,,,,,,,,,,,19/01/2018,68.61
,,,,,,,,,,,,,,,,22/01/2018,69.03
,,,,,,,,,,,,,,,,23/01/2018,69.96
,,,,,,,,,,,,,,,,24/01/2018,70.53
,,,,,,,,,,,,,,,,25/01/2018,70.42
,,,,,,,,,,,,,,,,26/01/2018,70.52
,,,,,,,,,,,,,,,,29/01/2018,69.46
,,,,,,,,,,,,,,,,30/01/2018,69.02
,,,,,,,,,,,,,,,,31/01/2018,69.05
,,,,,,,,,,,,,,,,01/02/2018,69.65
,,,,,,,,,,,,,,,,02/02/2018,68.58
,,,,,,,,,,,,,,,,05/02/2018,67.62
,,,,,,,,,,,,,,,,06/02/2018,66.86
,,,,,,,,,,,,,,,,07/02/2018,65.51
,,,,,,,,,,,,,,,,08/02/2018,64.81
,,,,,,,,,,,,,,,,09/02/2018,62.79
,,,,,,,,,,,,,,,,12/02/2018,62.59
,,,,,,,,,,,,,,,,13/02/2018,62.72
,,,,,,,,,,,,,,,,14/02/2018,64.36
,,,,,,,,,,,,,,,,15/02/2018,64.33
,,,,,,,,,,,,,,,,16/02/2018,64.84
,,,,,,,,,,,,,,,,19/02/2018,65.67
,,,,,,,,,,,,,,,,20/02/2018,65.25
,,,,,,,,,,,,,,,,21/02/2018,65.42
,,,,,,,,,,,,,,,,22/02/2018,66.39
,,,,,,,,,,,,,,,,23/02/2018,67.31
,,,,,,,,,,,,,,,,26/02/2018,67.5
,,,,,,,,,,,,,,,,27/02/2018,66.63
,,,,,,,,,,,,,,,,28/02/2018,65.78
,,,,,,,,,,,,,,,,01/03/2018,63.83
,,,,,,,,,,,,,,,,02/03/2018,64.37
,,,,,,,,,,,,,,,,05/03/2018,65.54
,,,,,,,,,,,,,,,,06/03/2018,65.79
,,,,,,,,,,,,,,,,07/03/2018,64.34
,,,,,,,,,,,,,,,,08/03/2018,63.61
,,,,,,,,,,,,,,,,09/03/2018,65.49
,,,,,,,,,,,,,,,,12/03/2018,64.95
,,,,,,,,,,,,,,,,13/03/2018,64.64
,,,,,,,,,,,,,,,,14/03/2018,64.89
,,,,,,,,,,,,,,,,15/03/2018,65.12
,,,,,,,,,,,,,,,,16/03/2018,66.21
,,,,,,,,,,,,,,,,19/03/2018,66.05
,,,,,,,,,,,,,,,,20/03/2018,67.42
,,,,,,,,,,,,,,,,21/03/2018,69.47
,,,,,,,,,,,,,,,,22/03/2018,68.91
,,,,,,,,,,,,,,,,23/03/2018,70.45
,,,,,,,,,,,,,,,,26/03/2018,70.12
,,,,,,,,,,,,,,,,27/03/2018,70.11
,,,,,,,,,,,,,,,,28/03/2018,69.53
,,,,,,,,,,,,,,,,29/03/2018,70.27
,,,,,,,,,,,,,,,,02/04/2018,67.64
,,,,,,,,,,,,,,,,03/04/2018,68.12
,,,,,,,,,,,,,,,,04/04/2018,68.02
,,,,,,,,,,,,,,,,05/04/2018,68.33
,,,,,,,,,,,,,,,,06/04/2018,67.11
,,,,,,,,,,,,,,,,09/04/2018,68.65
,,,,,,,,,,,,,,,,10/04/2018,71.04
,,,,,,,,,,,,,,,,11/04/2018,72.06
,,,,,,,,,,,,,,,,12/04/2018,72.02
,,,,,,,,,,,,,,,,13/04/2018,72.58
,,,,,,,,,,,,,,,,16/04/2018,71.42
,,,,,,,,,,,,,,,,17/04/2018,71.58
,,,,,,,,,,,,,,,,18/04/2018,73.48
,,,,,,,,,,,,,,,,19/04/2018,73.78
,,,,,,,,,,,,,,,,20/04/2018,74.06
,,,,,,,,,,,,,,,,23/04/2018,74.71
,,,,,,,,,,,,,,,,24/04/2018,73.86
,,,,,,,,,,,,,,,,25/04/2018,74
,,,,,,,,,,,,,,,,26/04/2018,74.74
,,,,,,,,,,,,,,,,27/04/2018,74.64
,,,,,,,,,,,,,,,,30/04/2018,75.17
,,,,,,,,,,,,,,,,01/05/2018,73.13
,,,,,,,,,,,,,,,,02/05/2018,73.36
,,,,,,,,,,,,,,,,03/05/2018,73.62
,,,,,,,,,,,,,,,,04/05/2018,74.87
,,,,,,,,,,,,,,,,07/05/2018,76.17
,,,,,,,,,,,,,,,,08/05/2018,74.85
,,,,,,,,,,,,,,,,09/05/2018,77.21
,,,,,,,,,,,,,,,,10/05/2018,77.47
,,,,,,,,,,,,,,,,11/05/2018,77.12
,,,,,,,,,,,,,,,,14/05/2018,78.23
,,,,,,,,,,,,,,,,15/05/2018,78.43
,,,,,,,,,,,,,,,,16/05/2018,79.28
,,,,,,,,,,,,,,,,17/05/2018,79.3
,,,,,,,,,,,,,,,,18/05/2018,78.51
,,,,,,,,,,,,,,,,21/05/2018,79.22
,,,,,,,,,,,,,,,,22/05/2018,79.57
,,,,,,,,,,,,,,,,23/05/2018,79.8
,,,,,,,,,,,,,,,,24/05/2018,78.79
,,,,,,,,,,,,,,,,25/05/2018,76.44
,,,,,,,,,,,,,,,,28/05/2018,75.3
,,,,,,,,,,,,,,,,29/05/2018,75.39
,,,,,,,,,,,,,,,,30/05/2018,77.5
,,,,,,,,,,,,,,,,31/05/2018,77.59
,,,,,,,,,,,,,,,,01/06/2018,76.79
,,,,,,,,,,,,,,,,04/06/2018,75.29
,,,,,,,,,,,,,,,,05/06/2018,75.38
,,,,,,,,,,,,,,,,06/06/2018,75.36
,,,,,,,,,,,,,,,,07/06/2018,77.32
,,,,,,,,,,,,,,,,08/06/2018,76.46
,,,,,,,,,,,,,,,,11/06/2018,76.46
,,,,,,,,,,,,,,,,12/06/2018,75.88
,,,,,,,,,,,,,,,,13/06/2018,76.74
,,,,,,,,,,,,,,,,14/06/2018,75.94
,,,,,,,,,,,,,,,,15/06/2018,73.44
,,,,,,,,,,,,,,,,18/06/2018,75.34
,,,,,,,,,,,,,,,,19/06/2018,75.08
,,,,,,,,,,,,,,,,20/06/2018,74.74
,,,,,,,,,,,,,,,,21/06/2018,73.05
,,,,,,,,,,,,,,,,22/06/2018,75.55
,,,,,,,,,,,,,,,,25/06/2018,74.73
,,,,,,,,,,,,,,,,26/06/2018,76.31
,,,,,,,,,,,,,,,,27/06/2018,77.62
,,,,,,,,,,,,,,,,28/06/2018,77.85
,,,,,,,,,,,,,,,,29/06/2018,79.44
,,,,,,,,,,,,,,,,02/07/2018,77.3
,,,,,,,,,,,,,,,,03/07/2018,77.76
,,,,,,,,,,,,,,,,04/07/2018,78.24
,,,,,,,,,,,,,,,,05/07/2018,77.39
,,,,,,,,,,,,,,,,06/07/2018,77.11
,,,,,,,,,,,,,,,,09/07/2018,78.07
,,,,,,,,,,,,,,,,10/07/2018,78.86
,,,,,,,,,,,,,,,,11/07/2018,73.4
,,,,,,,,,,,,,,,,12/07/2018,74.45
,,,,,,,,,,,,,,,,13/07/2018,75.33
,,,,,,,,,,,,,,,,16/07/2018,71.84
,,,,,,,,,,,,,,,,17/07/2018,72.16
,,,,,,,,,,,,,,,,18/07/2018,72.9
,,,,,,,,,,,,,,,,19/07/2018,72.58
,,,,,,,,,,,,,,,,20/07/2018,73.07
,,,,,,,,,,,,,,,,23/07/2018,73.06
,,,,,,,,,,,,,,,,24/07/2018,73.44
,,,,,,,,,,,,,,,,25/07/2018,73.93
,,,,,,,,,,,,,,,,26/07/2018,74.54
,,,,,,,,,,,,,,,,27/07/2018,74.29
,,,,,,,,,,,,,,,,30/07/2018,74.97
,,,,,,,,,,,,,,,,31/07/2018,74.25
,,,,,,,,,,,,,,,,01/08/2018,72.39
,,,,,,,,,,,,,,,,02/08/2018,73.45
,,,,,,,,,,,,,,,,03/08/2018,73.21
,,,,,,,,,,,,,,,,06/08/2018,73.75
,,,,,,,,,,,,,,,,07/08/2018,74.65
,,,,,,,,,,,,,,,,08/08/2018,72.28
,,,,,,,,,,,,,,,,09/08/2018,72.07
,,,,,,,,,,,,,,,,10/08/2018,72.81
,,,,,,,,,,,,,,,,13/08/2018,72.61
,,,,,,,,,,,,,,,,14/08/2018,72.46
,,,,,,,,,,,,,,,,15/08/2018,70.76
,,,,,,,,,,,,,,,,16/08/2018,71.43
,,,,,,,,,,,,,,,,17/08/2018,71.83
,,,,,,,,,,,,,,,,20/08/2018,72.21
,,,,,,,,,,,,,,,,21/08/2018,72.63
,,,,,,,,,,,,,,,,22/08/2018,74.78
,,,,,,,,,,,,,,,,23/08/2018,74.73
,,,,,,,,,,,,,,,,24/08/2018,75.82
,,,,,,,,,,,,,,,,27/08/2018,76.21
,,,,,,,,,,,,,,,,28/08/2018,75.95
,,,,,,,,,,,,,,,,29/08/2018,77.14
,,,,,,,,,,,,,,,,30/08/2018,77.77
,,,,,,,,,,,,,,,,31/08/2018,77.42
,,,,,,,,,,,,,,,,03/09/2018,78.15
,,,,,,,,,,,,,,,,04/09/2018,78.17
,,,,,,,,,,,,,,,,05/09/2018,77.27
,,,,,,,,,,,,,,,,06/09/2018,76.5
,,,,,,,,,,,,,,,,07/09/2018,76.83
,,,,,,,,,,,,,,,,10/09/2018,77.37
,,,,,,,,,,,,,,,,11/09/2018,79.06
,,,,,,,,,,,,,,,,12/09/2018,79.74
,,,,,,,,,,,,,,,,13/09/2018,78.18
,,,,,,,,,,,,,,,,14/09/2018,78.09
,,,,,,,,,,,,,,,,17/09/2018,78.05
,,,,,,,,,,,,,,,,18/09/2018,79.03
,,,,,,,,,,,,,,,,19/09/2018,79.4
,,,,,,,,,,,,,,,,20/09/2018,78.7
,,,,,,,,,,,,,,,,21/09/2018,78.8
,,,,,,,,,,,,,,,,24/09/2018,81.2
,,,,,,,,,,,,,,,,25/09/2018,81.87
,,,,,,,,,,,,,,,,26/09/2018,81.34
,,,,,,,,,,,,,,,,27/09/2018,81.72
,,,,,,,,,,,,,,,,28/09/2018,82.72
,,,,,,,,,,,,,,,,01/10/2018,84.98
,,,,,,,,,,,,,,,,02/10/2018,84.8
,,,,,,,,,,,,,,,,03/10/2018,86.29
,,,,,,,,,,,,,,,,04/10/2018,84.58
,,,,,,,,,,,,,,,,05/10/2018,84.16
,,,,,,,,,,,,,,,,08/10/2018,83.91
,,,,,,,,,,,,,,,,09/10/2018,85
,,,,,,,,,,,,,,,,10/10/2018,83.09
,,,,,,,,,,,,,,,,11/10/2018,80.26
,,,,,,,,,,,,,,,,12/10/2018,80.43
,,,,,,,,,,,,,,,,15/10/2018,80.78
,,,,,,,,,,,,,,,,16/10/2018,81.41
,,,,,,,,,,,,,,,,17/10/2018,80.05
,,,,,,,,,,,,,,,,18/10/2018,79.29
,,,,,,,,,,,,,,,,19/10/2018,79.78
,,,,,,,,,,,,,,,,22/10/2018,79.83
,,,,,,,,,,,,,,,,23/10/2018,76.44
,,,,,,,,,,,,,,,,24/10/2018,76.17
,,,,,,,,,,,,,,,,25/10/2018,76.89
,,,,,,,,,,,,,,,,26/10/2018,77.62
,,,,,,,,,,,,,,,,29/10/2018,77.34
,,,,,,,,,,,,,,,,30/10/2018,75.91
,,,,,,,,,,,,,,,,31/10/2018,75.47
,,,,,,,,,,,,,,,,01/11/2018,72.89
,,,,,,,,,,,,,,,,02/11/2018,72.83
,,,,,,,,,,,,,,,,05/11/2018,73.17
,,,,,,,,,,,,,,,,06/11/2018,72.13
,,,,,,,,,,,,,,,,07/11/2018,72.07
,,,,,,,,,,,,,,,,08/11/2018,70.65
,,,,,,,,,,,,,,,,09/11/2018,70.18
,,,,,,,,,,,,,,,,12/11/2018,70.93
